# pops for 12 qbits with connectivity c7 and unitary DM 23413692399872
2.000000178813934326e-01 2.000000178813934326e-01 2.000000178813934326e-01 2.000000178813934326e-01 4.000000357627868652e-01 2.000000029802322388e-01 2.000000029802322388e-01 2.000000029802322388e-01 2.000000029802322388e-01 2.000000029802322388e-01 2.000000029802322388e-01 2.000000029802322388e-01
2.233037650585174561e-01 2.000000178813934326e-01 2.000000029802322388e-01 2.225357294082641602e-01 3.396292328834533691e-01 2.145312279462814331e-01 1.999999880790710449e-01 1.999999880790710449e-01 1.999999880790710449e-01 1.999999880790710449e-01 1.999999880790710449e-01 1.999999880790710449e-01
2.041942477226257324e-01 2.157332301139831543e-01 2.162694334983825684e-01 2.144801765680313110e-01 2.974815666675567627e-01 1.984863430261611938e-01 2.101448923349380493e-01 2.432099282741546631e-01 2.000000029802322388e-01 2.000000029802322388e-01 2.000000029802322388e-01 2.000000029802322388e-01
2.094228416681289673e-01 2.144651561975479126e-01 2.088461518287658691e-01 2.067443281412124634e-01 2.946768999099731445e-01 2.037983238697052002e-01 2.032833397388458252e-01 2.587628364562988281e-01 1.999999880790710449e-01 1.999999880790710449e-01 1.999999880790710449e-01 1.999999880790710449e-01
2.104750126600265503e-01 2.157422304153442383e-01 2.101527005434036255e-01 2.031085342168807983e-01 2.674409449100494385e-01 2.025389522314071655e-01 2.026732563972473145e-01 2.523910999298095703e-01 2.184344083070755005e-01 2.151732593774795532e-01 2.009921371936798096e-01 2.008773237466812134e-01
2.125529199838638306e-01 2.143871784210205078e-01 2.062238156795501709e-01 2.025507390499114990e-01 2.609795033931732178e-01 2.263956815004348755e-01 2.084118723869323730e-01 2.389175146818161011e-01 2.133419066667556763e-01 2.098826020956039429e-01 2.029007822275161743e-01 2.034553885459899902e-01
2.105173915624618530e-01 2.126375138759613037e-01 2.070916295051574707e-01 2.054681181907653809e-01 2.589522898197174072e-01 2.235860526561737061e-01 2.175419330596923828e-01 2.346242666244506836e-01 2.093344628810882568e-01 2.077127397060394287e-01 2.065318226814270020e-01 2.060016691684722900e-01
2.109800875186920166e-01 2.123928815126419067e-01 2.065039724111557007e-01 2.058377116918563843e-01 2.551471590995788574e-01 2.202353626489639282e-01 2.162063419818878174e-01 2.278071641921997070e-01 2.077749967575073242e-01 2.097771316766738892e-01 2.126201242208480835e-01 2.147169411182403564e-01
2.108472883701324463e-01 2.147448360919952393e-01 2.094208896160125732e-01 2.112680822610855103e-01 2.490806430578231812e-01 2.210329771041870117e-01 2.186614423990249634e-01 2.200544923543930054e-01 2.094018459320068359e-01 2.098356485366821289e-01 2.135449200868606567e-01 2.121067047119140625e-01
2.099143415689468384e-01 2.150409966707229614e-01 2.102112025022506714e-01 2.111145406961441040e-01 2.496688663959503174e-01 2.209667265415191650e-01 2.165272831916809082e-01 2.216667234897613525e-01 2.084238529205322266e-01 2.102195769548416138e-01 2.116186916828155518e-01 2.146270424127578735e-01
2.122636139392852783e-01 2.135739177465438843e-01 2.093528211116790771e-01 2.138432115316390991e-01 2.482207417488098145e-01 2.211532294750213623e-01 2.169411331415176392e-01 2.197619676589965820e-01 2.094900161027908325e-01 2.111368775367736816e-01 2.116071581840515137e-01 2.126551121473312378e-01
