# ex_work for 16 qbits with connectivity c7 and unitary DM 23380072511552
-8.362190325114780831e-02 1.320518006672569133e-01 1.320518006672569133e-01 1.320518006672569133e-01 -8.362192382177470462e-02 1.320518152463988348e-01 1.320518152463988348e-01 1.320518152463988348e-01 -8.362188268052131446e-02 1.320518152463988348e-01 1.320518152463988348e-01 1.320518152463988348e-01 -8.362190325114783607e-02 1.320518152463988348e-01 1.320518152463988348e-01 1.320518152463988348e-01
-6.075711454346662682e-02 4.506173063636591952e-02 3.989961689109958187e-02 4.916079626435621019e-02 -6.075713400790603430e-02 4.916083182706607047e-02 3.989960518486063146e-02 4.506170705771838508e-02 -6.075713400790603430e-02 3.989961689109958187e-02 4.506173063636591952e-02 4.916080811859262212e-02 -7.977983143780498221e-02 4.357049278037194301e-02 6.099174752039526748e-02 6.503760466128843953e-02
-4.128238712596903059e-02 2.913724662864408677e-02 4.306730110117590327e-02 4.961502997131053000e-02 -4.066089762192922480e-02 4.529438496173698175e-02 1.513738384408666766e-02 4.342217079460949231e-02 -8.983671769619266945e-02 5.714192849447288780e-02 8.421585895264474542e-02 5.973867621326884453e-02 -7.350855279666637654e-02 4.930001919641675834e-02 5.147889311117268690e-02 6.565951200986981651e-02
-5.824510954019245651e-02 3.514381600449213022e-02 5.362987891117563383e-02 5.221701978770828395e-02 -5.285548365910095608e-02 4.841899090108949671e-02 2.017178435010614362e-02 4.616792919007198931e-02 -7.719442958889605189e-02 6.009259067295905782e-02 5.729826329664067242e-02 4.840700043026699428e-02 -7.340547371410964528e-02 5.372450857484675768e-02 5.141808333992809593e-02 5.318325665189121976e-02
-5.489545566260422421e-02 1.909106481074084385e-02 4.278667710979300320e-02 4.283608337691918733e-02 -5.157780657679524733e-02 3.995810397823509885e-02 6.458892524203839990e-03 3.660849373247266475e-02 -5.695293877074031341e-02 5.534948670211141397e-02 9.378195246152654443e-03 3.642037337177162631e-02 -4.582467717457354428e-02 -4.890796825852304283e-03 3.965672252900248607e-02 4.988313181506007221e-02
-4.052741370471302229e-02 2.260828945652401667e-02 9.605351320905590115e-03 2.594096983247230065e-02 -3.357959499338084020e-02 3.579473679533651254e-02 -1.516273636167793371e-02 4.138780726989269715e-02 -4.992004996258236210e-02 3.738486911609903429e-02 8.887808074009996562e-03 3.075820391914300608e-02 -4.088836488727465995e-02 -2.912560368001105085e-03 3.203281548573071874e-02 3.499347780809526631e-02
-4.391183707310716833e-02 2.466714394297258792e-02 1.402264999585825511e-02 2.784094962134779638e-02 -4.749454191628627725e-02 3.715010397942129783e-02 -2.058685361945534077e-03 3.189406726070737746e-02 -3.233791434831004286e-02 1.157015312320723056e-02 9.005408702702721868e-03 2.526314789222067897e-02 -2.931510586247265682e-02 6.750852007155552954e-03 1.821236627842085995e-02 2.218444456634449669e-02
-4.356559658453555001e-02 2.436856952243220825e-02 2.196335745618820459e-02 1.519093803973028609e-02 -3.331838782202620197e-02 1.264292324576191985e-02 2.181354834856423508e-03 2.681579715472057548e-02 -1.755584975311923548e-02 1.110302014804106542e-02 5.580385011843825606e-03 8.115544067539557857e-03 -3.279988405377814303e-02 9.159860595393686314e-03 1.701393505580925739e-02 2.088227119461179629e-02
-3.852999972164908998e-02 1.602656149334666727e-02 1.875067397169101480e-02 1.322546696071249910e-02 -2.682402928182853544e-02 8.124373161389105910e-03 3.477960553483528533e-03 2.476275143886488839e-02 -1.807774092375499450e-02 7.671609414869895623e-03 4.026867164226090139e-03 1.184161750679466052e-02 -3.098559351105869067e-02 5.961195465432997560e-03 1.630504781641257603e-02 2.068418520247406953e-02
-3.844476525370704723e-02 1.486846634024921801e-02 2.081177478663893618e-02 1.179253208773761719e-02 -2.567124205107084584e-02 9.543743161683599166e-03 3.268255278133302272e-03 2.155951453685300140e-02 -1.856009867310618941e-02 1.115777930879194302e-02 4.095793038025514511e-03 9.721989400443192819e-03 -2.832775476070028414e-02 5.601986632106138037e-03 1.464426698956625139e-02 1.752723383234269794e-02
