# extractable_work for 12 qbits with connectivity gas in chunks 3
 (4.616540683918912528e-03+0.000000000000000000e+00j)  (4.616540683918912528e-03+0.000000000000000000e+00j)  (4.616540683918912528e-03+0.000000000000000000e+00j)  (4.616540683918912528e-03+0.000000000000000000e+00j)  (4.616540683918912528e-03+0.000000000000000000e+00j)  (7.548875021634028626e-02+0.000000000000000000e+00j)  (4.616540683918912528e-03+0.000000000000000000e+00j)  (4.616540683918912528e-03+0.000000000000000000e+00j)  (4.616540683918912528e-03+0.000000000000000000e+00j)  (4.616540683918912528e-03+0.000000000000000000e+00j)  (4.616540683918912528e-03+0.000000000000000000e+00j)  (4.616540683918912528e-03+0.000000000000000000e+00j)
 (1.087076443292428994e-03+1.823427004525827190e-20j)  (1.087076443292428994e-03-4.482476290631457254e-20j)  (1.087076443292428994e-03-7.927961223045796140e-21j)  (1.645733816293453377e-04+1.816379254746689180e-20j)  (1.087076443292340523e-03+3.631230409039938415e-20j)  (2.753740267483628310e-03+4.633433886213259447e-20j)  (1.087076443292428994e-03-2.757292086081928462e-21j)  (1.087076443292428994e-03+1.065723048912246197e-19j)  (1.562151573003866742e-02+2.260295447451679443e-21j)  (4.737702883203951591e-05+1.924602396915511872e-21j)  (1.087076443292340523e-03+4.053141193449902582e-20j)  (1.087076443292340306e-03-1.211204243041982286e-21j)
 (5.366523233036159593e-04+9.038926016617396548e-20j)  (5.756370182525171544e-06+7.111293097349644800e-23j)  (5.841501779596294233e-04+6.491786569403635287e-20j)  (9.051951299727285392e-05+6.217570904318546877e-21j)  (8.227764091792460393e-04+9.467723822624590818e-20j)  (1.813312880755289829e-05+5.821679486078295668e-21j)  (1.860257171942294421e-04+3.052025774576968735e-20j)  (1.619634731593125061e-04+2.314473654360000514e-20j)  (8.375769276944367643e-05+1.931415040758820369e-20j)  (2.258951765044994297e-04+6.448975732479682377e-20j)  (5.875924602271005043e-07+5.526544896085439570e-22j)  (4.173551784717857704e-03-4.843353941408861324e-20j)
 (1.117925906385215337e-04+8.740480854994332135e-21j)  (4.470265722363264650e-06+1.315807462520161251e-21j)  (9.510886119839136578e-05+1.154404519334689283e-20j)  (1.730236672130993454e-04-2.528207865790802816e-20j)  (2.500055524963302642e-06-6.072971568646752900e-21j)  (8.494137375816568843e-06+2.841203007475775938e-21j)  (8.671245931701281561e-05-2.030922405405953226e-20j)  (1.184035676348062823e-06-3.278436630096100388e-22j)  (1.866735371303247272e-03+7.905717406283128517e-20j)  (1.904446486160548695e-05-1.047758892351873175e-20j)  (3.868069478494342585e-04+4.967843243394975430e-20j)  (1.068815344346855681e-05-1.144317353249912665e-20j)
 (4.967933410736458062e-05+3.396993524330653194e-21j)  (2.207544067976552072e-05+1.292487096362044619e-20j)  (1.720592618611066515e-04+4.916651129471489718e-20j)  (8.251326908524060850e-05-2.977202186437841122e-21j)  (6.995173521857457404e-05+1.723582986711114488e-21j)  (2.059778273774305482e-04+6.433547226503724865e-20j)  (3.708791527184966599e-04+9.514805978948073058e-20j)  (6.085564383470255636e-06+2.416072902795972958e-21j)  (1.254126131443292658e-04+1.641463866727156432e-20j)  (1.713857423183905127e-05-2.321737350582258163e-20j)  (4.950974273781293393e-05+1.491528758994820149e-20j)  (7.411874939088747673e-05-1.439069362650203598e-20j)
 (6.007616131304205836e-05+3.229580334415040313e-20j)  (1.677593903576492446e-04+1.763530572651528349e-20j)  (1.077986581096511164e-06+4.991174723744264606e-21j)  (2.687959019861447785e-06+3.836783680871408060e-21j)  (6.929531197446061824e-06-3.915340580580205152e-21j)  (1.808850226857888082e-05+1.615361910450277867e-20j)  (1.462373094774647932e-07-4.909388039209029488e-22j)  (6.923506510459063880e-07-1.371404559134449161e-21j)  (1.892623957422137369e-06-3.170835990690751289e-21j)  (1.095557506894911774e-05-9.581254850987343962e-21j)  (6.480267459140222320e-05+4.398434414590973321e-20j)  (5.093656515556948676e-07+5.586358948157078154e-22j)
 (9.536801484985494659e-07-3.469272971973663237e-21j)  (6.936407933688821663e-06-7.605952577532725748e-22j)  (4.020874186761247538e-07-9.727843850992700430e-22j)  (9.607744526475547469e-06-4.515555123274937577e-21j)  (2.450006219533942351e-05+2.964587895233923586e-20j)  (4.385656979180839209e-07+1.843304033514281888e-22j)  (8.885496734251991562e-06-5.137721896465595831e-21j)  (5.380438180867976034e-06-6.838865787543329382e-21j)  (1.996262859216343125e-05-3.772185454161553497e-20j)  (7.074767335105016199e-06-1.392861729103790295e-20j)  (1.375547156927718766e-05-3.382572369987482663e-21j)  (9.328841453556983314e-06+3.569591652944099971e-21j)
 (8.524758549954311769e-07+1.616305635930453978e-21j)  (1.445482705027986027e-05+3.706273722037442739e-20j)  (4.083638383651752216e-06+1.900437089069795181e-21j)  (4.533799805849360316e-06+9.002776435548747132e-22j)  (3.749675596284727434e-06+4.629746454989192069e-21j)  (1.581657457831227924e-05+1.002818096363904191e-21j)  (3.637975387778731510e-06-5.846517792642734991e-21j)  (1.072961898024619254e-08-8.108689074837963078e-23j)  (4.458707451515642535e-06+7.881703322941139196e-21j)  (1.268290013567496107e-05-5.697562327944923318e-21j)  (2.963737250510582903e-06+1.553856709433701744e-21j)  (2.656225402212674245e-05-1.830814910642178219e-20j)
 (1.390238139298040964e-05-1.127001641783555817e-20j)  (3.499674881341575745e-06+1.139018978811484274e-20j)  (2.079375450617680606e-06+1.955211949915789733e-21j)  (1.448147255630384866e-05+9.630662573639570448e-21j)  (3.530168100516667653e-06+3.200247493357668069e-21j)  (2.329259538914168202e-06-1.398314340182719278e-21j)  (1.369400018761879190e-05-9.578657629779900615e-21j)  (2.914330696648353913e-06+9.862295609014269695e-21j)  (7.417017690356070519e-05-4.438833156114939483e-20j)  (5.893894812497328450e-06-1.448733804939616541e-21j)  (5.424127770432536974e-07-1.089545641275206389e-21j)  (4.364353186013320755e-06+9.068573983830784677e-21j)
 (2.803033791410409024e-06-1.521827909543828949e-20j)  (1.619557833253832010e-06+3.819746265085633805e-21j)  (2.131180464747088028e-06-6.116053006375490847e-21j)  (1.998415214884866653e-06+4.336608589859665184e-21j)  (1.893948984596324333e-05+1.151233088883926098e-20j)  (1.089311113825514491e-07+7.906238572696257311e-22j)  (2.450072173896039854e-07+3.749910402958835367e-21j)  (1.234483134220507677e-06-6.896491448639483699e-21j)  (4.859074014413428903e-05-1.794640895836086175e-20j)  (1.549283531357474554e-05+1.681731513218143018e-20j)  (5.139781167826826429e-06-1.405124315439617882e-20j)  (1.861568158888978655e-06+1.779831999090997262e-21j)
