# ex_work for 12 qbits with connectivity c6 and unitary DM 22869162005056
-8.680106917424235125e-02 1.348041174442052847e-01 1.348041174442052847e-01 1.348041174442052847e-01 -8.680111343724494777e-02 1.348041324481576153e-01 1.348041324481576153e-01 1.348041324481576153e-01 -8.680106917424235125e-02 1.348041324481576431e-01 1.348041324481576431e-01 1.348041324481576431e-01
-7.626972877712882848e-02 7.371039828948949824e-02 9.029514743027375334e-02 9.029514743027375334e-02 -6.208230902179059929e-02 9.029514743027373946e-02 1.815122650897160045e-02 9.029514743027373946e-02 -8.749841414479110624e-02 5.520111057969774582e-02 7.800900558068249446e-02 3.884867041667460635e-02
-5.475418188279921466e-02 3.691485191858451254e-02 4.002661335458839592e-02 3.308368367410781385e-02 -3.524565176381176668e-02 3.702909301059897906e-02 5.215661118575415020e-03 4.715582631552699827e-02 -6.840543775285110040e-02 3.031670836688431236e-02 3.782515389698208608e-02 1.595184023423992445e-02
-4.593821235850877732e-02 3.370488437815752358e-02 4.080271994555835502e-02 1.860625451406964018e-02 -3.886718961455674221e-02 2.289252747995579318e-02 4.598912392994358549e-03 2.307441059857426313e-02 -5.430221809297709062e-02 4.009895018417704293e-02 3.526029474622092291e-02 3.328662806373049090e-03
-2.806359121802244616e-02 3.255119458389519466e-02 4.263049112191075879e-02 -1.577535850471248032e-03 -3.467511145483213181e-02 1.447493441988619532e-02 1.984476878011170922e-04 7.320634022639245855e-03 -4.009975070913630174e-02 3.850303971725427959e-02 1.993244730066940154e-02 -3.775283737557801663e-03
-2.458852841717580270e-02 3.042754408086146764e-02 2.726639065991321928e-02 5.197130904884455019e-03 -2.629206385162686718e-02 -6.623347505491002920e-04 -8.294824065885999034e-04 8.826663548874753157e-03 -2.844965417238048966e-02 2.012114117101306693e-02 1.532237417698203118e-02 -1.471637063140052897e-03
-2.413600567470226832e-02 2.121739616250537669e-02 2.175908400376044133e-02 4.254847013353399952e-03 -2.055330881235513732e-02 -1.566523347868232921e-03 -1.013495942981197575e-03 9.734314578999220952e-03 -2.438137694168426156e-02 1.352714037754040692e-02 1.322877124506509870e-02 4.865846313265350352e-03
-1.367342305860854215e-02 2.128418039426975550e-02 1.895725334652349076e-02 4.820323042506183091e-03 -1.808557919821790483e-02 -8.954882267761157377e-04 -1.570070252017643749e-03 7.861306473832341615e-03 -1.905427523547922539e-02 1.182431106211852267e-02 6.046675543298996557e-03 -6.747024312220540124e-03
-1.330063950179977139e-02 2.084435286919704422e-02 1.950876400138843586e-02 6.400476528428705736e-03 -1.977454304260659393e-02 1.547972946337712510e-03 8.143027254289808125e-04 6.819870911230571479e-03 -2.032112035664650901e-02 6.099783375345510864e-03 4.347331331508064341e-03 -2.336930490168971034e-03
-9.676956685658405499e-03 1.612641952702029841e-02 1.849536531308623721e-02 -1.461696099510529333e-03 -1.904362199148753113e-02 2.564857058857331583e-03 -1.308310668971657178e-03 4.823666106400552323e-03 -1.776803363237835359e-02 6.601379144782290424e-03 6.341173742369576698e-03 2.514644646087256519e-03
