# extractable_work for 12 qbits with connectivity gas in chunks 3
 (4.616540683918912528e-03+0.000000000000000000e+00j)  (4.616540683918912528e-03+0.000000000000000000e+00j)  (4.616540683918912528e-03+0.000000000000000000e+00j)  (4.616540683918912528e-03+0.000000000000000000e+00j)  (4.616540683918912528e-03+0.000000000000000000e+00j)  (7.548875021634028626e-02+0.000000000000000000e+00j)  (4.616540683918912528e-03+0.000000000000000000e+00j)  (4.616540683918912528e-03+0.000000000000000000e+00j)  (4.616540683918912528e-03+0.000000000000000000e+00j)  (4.616540683918912528e-03+0.000000000000000000e+00j)  (4.616540683918912528e-03+0.000000000000000000e+00j)  (4.616540683918912528e-03+0.000000000000000000e+00j)
 (1.246098610840960449e-03+1.221960496102665375e-20j)  (1.246098610841049354e-03-2.917088861528469576e-20j)  (1.246098610840960449e-03+2.676077171900428226e-20j)  (1.246098610840960449e-03-3.402728234916275140e-20j)  (2.322819376638235803e-02+9.281376562318993931e-19j)  (4.572699394234582969e-04-1.826079330432739606e-20j)  (1.246098610841138259e-03+1.496780341797456163e-20j)  (1.246098610841138259e-03+2.538171369597253934e-20j)  (1.246098610841138259e-03+1.624780365671619865e-21j)  (1.833798331325836540e-03+6.413694021494392133e-20j)  (1.246098610841138259e-03-1.257662670049739968e-20j)  (1.948490882125787659e-04+2.248939878723773488e-20j)
 (1.882670970859359348e-04+8.719949269144193286e-21j)  (1.040992628060336666e-05+9.996456986519725864e-22j)  (2.698824137570818077e-04+3.209539245521507769e-20j)  (5.851769413222794244e-03+1.811007177498842763e-19j)  (9.155639378237622947e-05-8.855892336442945242e-21j)  (6.889271874115233416e-06+5.304989188992129811e-21j)  (5.105783805314763953e-05+1.283664667858014551e-20j)  (7.920682282395408126e-04+1.046074197383112743e-19j)  (4.925104528486877334e-04+1.453746227403193920e-21j)  (1.246652554733674906e-04-2.769981064502033976e-20j)  (1.444839380340658336e-04+4.541234848695433686e-21j)  (1.801716668859801882e-04+2.275133628576115794e-20j)
 (2.988844823510305028e-04-2.011833106206623538e-20j)  (6.089805149464120498e-05+2.621902744569619239e-20j)  (5.359655323474438052e-04+7.558774571558027003e-20j)  (1.343166813500812741e-04-3.686807886854702281e-20j)  (8.926572698770828007e-05-2.635446618364522873e-20j)  (5.729237506534173852e-04-1.223900416957423603e-19j)  (2.155589700300016007e-05-5.945604363338457043e-21j)  (2.857891016039642261e-04+2.400602557688053601e-22j)  (6.571754989783153405e-04+9.737408559800645382e-20j)  (2.173931902482597158e-04+5.525985554083027890e-21j)  (1.486371409249345299e-04-2.579314223514754160e-20j)  (5.792163536143927235e-05+2.889978250194474876e-20j)
 (4.438058629785158202e-05+1.923365131025996318e-20j)  (7.916267794633448273e-07-1.756786199739286357e-21j)  (2.963951331349036860e-05+5.950704872068279973e-21j)  (1.591052880870666759e-05-5.247193245354682538e-21j)  (2.136270716726108932e-05+6.644883343320073612e-22j)  (7.319212885759832467e-05+9.050978925381781834e-22j)  (9.117089989856611541e-06-7.657179204457575768e-22j)  (1.930148483247092048e-05-1.884601328619864422e-20j)  (5.165633073440263487e-05-5.664878134781241373e-21j)  (5.461579083954696607e-08+6.859655407277366731e-22j)  (4.298374218507977000e-05+1.062410033663114582e-20j)  (1.675888410667959977e-04-5.810415986114482237e-20j)
 (4.346218104329642798e-06+3.217494813927309927e-21j)  (1.853216214462790224e-05-1.068031752380199700e-20j)  (1.101116628691106569e-06-7.667372690279498268e-21j)  (1.542886682638791603e-05-3.023892933779340720e-20j)  (2.943955640639704207e-04+6.546853892903734744e-20j)  (3.645714590195697090e-06-7.774332665120355737e-21j)  (1.658743626394463641e-08-1.697011012488811735e-22j)  (9.561111689844943335e-05+3.401478354197308979e-20j)  (1.334393308218153842e-05+8.399312737175283546e-21j)  (8.980533275240703784e-09-9.307790205367286032e-23j)  (1.910547688304261123e-05-2.863751202738676163e-20j)  (2.505718617465498477e-05-1.031115352053015099e-20j)
 (2.540985296639463633e-06-4.919794266484385464e-22j)  (2.360680988165991535e-06-3.515772880266273703e-21j)  (2.529923659877585926e-05+2.708461474401235130e-20j)  (9.164200874627401392e-06-4.887889900144477947e-21j)  (9.114476675595749365e-05+5.240295928074387380e-20j)  (5.403686744271094563e-05+2.880407379775802666e-20j)  (3.685741226993260533e-05-3.538006634683796916e-20j)  (4.409658137901234982e-06+4.020715057550852238e-21j)  (4.721875707585531561e-06-1.096955282156272361e-20j)  (3.641131913798762444e-06+4.167198877933416874e-21j)  (2.666185787548783871e-05-1.773521261773355150e-20j)  (1.309634926459149778e-05-2.410821195397784017e-21j)
 (5.818515612098509670e-06+1.846924842550005558e-20j)  (5.191106737738362779e-07-2.046699011198684135e-21j)  (1.796558244341339055e-06-2.512586023914993490e-21j)  (6.417459458826508395e-05+5.112341202286369723e-20j)  (3.394075050583143385e-06-5.236640388484308772e-21j)  (2.613831364510370007e-05-4.078955577741196026e-20j)  (2.086746824558326986e-05-2.844402349138002805e-21j)  (3.503456831998377617e-05+1.072689238418230418e-20j)  (2.169481168068930294e-06-1.737401816014305535e-21j)  (1.635375899342398851e-06-4.798351896448807063e-21j)  (4.841534050949951233e-08-2.997203518959951738e-22j)  (3.086975231111718018e-06-4.090787177145947947e-21j)
 (1.693044437976313124e-06-4.580922381410919885e-21j)  (4.523471762494940653e-06+7.296560075275391848e-21j)  (3.558749797166218682e-10+6.332674557334560274e-23j)  (1.849001688389084355e-06+3.818428820714322684e-21j)  (3.885687378050928015e-08-3.601319063772491681e-23j)  (1.832000850969426197e-07+3.529581584300587492e-21j)  (1.580664949627119239e-06-8.172449906156723962e-21j)  (6.080527169172648437e-07-1.114781858701404739e-21j)  (2.361051680020084199e-06+1.131144682056390247e-21j)  (1.058605622882779619e-06+2.058393964564391682e-21j)  (9.803468942100269243e-07+6.626567753680245643e-21j)  (4.239281329320128205e-06+2.192464676099610116e-21j)
 (3.469997261993404516e-07-2.628778207387363414e-21j)  (3.190618290568075838e-06+9.459266946759983962e-21j)  (9.849800149851055216e-06-2.032651248352186692e-20j)  (1.296271689935553064e-06-1.000467442990650392e-20j)  (1.378927059831742360e-06+1.804105121633069994e-21j)  (1.079643311954169292e-07-8.579785795572495028e-22j)  (3.076483654379763302e-06-1.400493573604729198e-21j)  (4.245724103173590024e-07+5.845955175523636929e-21j)  (3.579828212651386197e-07+2.624085135789594489e-21j)  (6.746631363435930030e-06+1.273220172998603807e-20j)  (1.217581719991226188e-05+2.582034540830879886e-20j)  (8.295858167182130752e-08-3.558221267037577180e-23j)
