# pops for 8 qbits with connectivity line in chunks 2
1.999999999999999278e-01 1.999999999999999278e-01 1.999999999999999278e-01 1.999999999999999278e-01 1.999999999999999278e-01 3.999999999999999667e-01 1.999999999999999278e-01 1.999999999999999278e-01
2.000000000000000111e-01 2.000000000000000111e-01 1.999999999999999833e-01 1.999999999999999833e-01 2.309424639931504653e-01 2.576595396584204223e-01 2.663900161250626897e-01 2.450079802233670889e-01
2.000000000000000666e-01 2.000000000000000389e-01 2.000000000000000666e-01 2.000000000000000944e-01 2.347184752138729569e-01 2.299608664690366289e-01 2.281149333265056756e-01 3.072057249905847387e-01
2.000000000000001221e-01 2.000000000000001221e-01 2.000000000000000666e-01 2.000000000000000666e-01 2.314179996811286388e-01 2.886919633649116523e-01 2.629135417644742900e-01 2.169764951894857519e-01
2.000000000000000111e-01 2.000000000000000666e-01 2.000000000000000944e-01 2.000000000000000944e-01 2.596152191023258782e-01 2.267767208165545334e-01 2.803959338152621772e-01 2.332121262658585770e-01
2.000000000000000111e-01 1.999999999999999833e-01 1.999999999999999556e-01 1.999999999999999833e-01 2.272045438033396536e-01 3.285498963985015175e-01 2.343927959720246423e-01 2.098527638261344641e-01
2.000000000000000111e-01 2.000000000000000944e-01 2.000000000000000666e-01 2.000000000000000666e-01 2.522823012753661054e-01 2.489967546693682421e-01 2.368123296019454260e-01 2.619086144533205873e-01
2.000000000000001776e-01 2.000000000000000111e-01 2.000000000000001221e-01 1.999999999999998723e-01 2.922975242662149697e-01 2.323498214719357247e-01 2.303370412581665638e-01 2.450156130036832691e-01
1.999999999999998446e-01 1.999999999999998723e-01 1.999999999999998446e-01 1.999999999999997613e-01 3.167660847299291205e-01 2.143566142000271346e-01 2.305306674683706702e-01 2.383466336016731857e-01
1.999999999999997335e-01 2.000000000000000111e-01 2.000000000000000111e-01 1.999999999999998723e-01 2.355346484448539723e-01 2.955985543830592088e-01 2.365627605566157088e-01 2.323040366154707492e-01
2.000000000000000944e-01 1.999999999999999556e-01 2.000000000000000944e-01 2.000000000000000666e-01 2.092117347724190002e-01 2.810865251830541034e-01 2.821010180271580903e-01 2.276007220173679735e-01
1.999999999999999833e-01 1.999999999999999278e-01 1.999999999999999278e-01 1.999999999999999001e-01 2.957565700269206843e-01 2.254287781889772191e-01 2.410966032037539231e-01 2.377180485803483956e-01
1.999999999999999278e-01 1.999999999999999278e-01 2.000000000000001499e-01 1.999999999999999556e-01 2.117168271142136349e-01 2.795920431398677408e-01 2.241224289375321199e-01 2.845687008083856995e-01
1.999999999999996503e-01 1.999999999999997058e-01 1.999999999999997613e-01 1.999999999999996780e-01 2.340818105657665460e-01 2.504176947542443576e-01 2.264252928308370938e-01 2.890752018491516973e-01
1.999999999999999556e-01 1.999999999999998168e-01 1.999999999999997613e-01 1.999999999999999278e-01 2.526294440149442488e-01 2.252092293472476581e-01 2.490844695400883657e-01 2.730768570977190612e-01
1.999999999999998723e-01 1.999999999999997613e-01 1.999999999999998168e-01 1.999999999999999278e-01 2.395260902570110761e-01 2.914248797132270030e-01 2.223272087972523181e-01 2.467218212325097138e-01
2.000000000000000666e-01 2.000000000000001499e-01 2.000000000000000944e-01 2.000000000000001776e-01 2.572596693273692670e-01 2.659734484712636404e-01 2.627790247797870959e-01 2.139878574215803020e-01
2.000000000000000111e-01 1.999999999999998446e-01 1.999999999999998723e-01 1.999999999999999278e-01 2.305224299622781470e-01 2.833139200427393090e-01 2.585083031706192358e-01 2.276553468243645573e-01
2.000000000000001221e-01 1.999999999999999833e-01 2.000000000000002331e-01 2.000000000000001221e-01 2.362666514686126706e-01 2.367774205676069499e-01 2.836555708312667456e-01 2.433003571325144943e-01
2.000000000000000666e-01 2.000000000000001499e-01 2.000000000000000666e-01 2.000000000000002609e-01 2.664756872953492062e-01 2.328102694247989324e-01 2.757742977783932403e-01 2.249397455014593983e-01
2.000000000000000389e-01 2.000000000000002887e-01 2.000000000000002054e-01 2.000000000000001776e-01 2.090638747407691511e-01 2.844329244702938908e-01 2.284815685034312094e-01 2.780216322855067479e-01
1.999999999999999833e-01 2.000000000000000666e-01 1.999999999999999556e-01 2.000000000000000666e-01 2.184265539710850135e-01 2.277140863437713825e-01 3.019970845574592166e-01 2.518622751276846095e-01
1.999999999999999278e-01 2.000000000000000666e-01 2.000000000000000389e-01 2.000000000000001221e-01 2.690091386574824384e-01 2.513111914502564881e-01 2.242146052659720612e-01 2.554650646262887070e-01
1.999999999999998168e-01 1.999999999999999001e-01 1.999999999999999278e-01 1.999999999999998168e-01 2.531144022898876855e-01 2.508988407892745465e-01 2.421283480040962721e-01 2.538584089167414959e-01
1.999999999999999556e-01 1.999999999999997891e-01 2.000000000000000389e-01 1.999999999999998723e-01 2.596698039876125796e-01 2.199254428942473971e-01 2.220868199077681848e-01 2.983179332103721437e-01
1.999999999999999833e-01 1.999999999999997891e-01 1.999999999999999001e-01 1.999999999999997335e-01 3.301443378456584421e-01 2.216236323380853523e-01 2.255675259398270405e-01 2.226645038764289430e-01
1.999999999999997891e-01 1.999999999999996780e-01 1.999999999999999278e-01 1.999999999999999001e-01 3.031353196470526479e-01 2.458633119797259958e-01 2.332161460782847529e-01 2.177852222949362426e-01
1.999999999999996503e-01 1.999999999999997058e-01 1.999999999999995115e-01 1.999999999999994560e-01 2.342817119304342888e-01 3.033116128806315759e-01 2.220615923324988084e-01 2.403450828564351327e-01
2.000000000000000944e-01 2.000000000000000111e-01 1.999999999999999001e-01 2.000000000000001499e-01 2.373749142065490758e-01 2.330216269457657252e-01 2.716397963620353906e-01 2.579636624856498917e-01
2.000000000000000944e-01 2.000000000000000944e-01 1.999999999999999556e-01 1.999999999999999556e-01 2.300430268369282882e-01 2.291484117683003086e-01 2.574007185794630059e-01 2.834078428153082863e-01
1.999999999999997891e-01 1.999999999999997335e-01 1.999999999999995393e-01 1.999999999999997058e-01 2.634431608067817621e-01 2.505557146599921570e-01 2.713401567058485453e-01 2.146609678273768973e-01
1.999999999999998168e-01 1.999999999999998446e-01 1.999999999999995948e-01 1.999999999999997058e-01 2.166982630363814555e-01 2.417405164411147722e-01 2.378995547790944687e-01 3.036616657434080269e-01
2.000000000000000111e-01 1.999999999999996780e-01 1.999999999999997891e-01 1.999999999999997335e-01 2.542059229162692002e-01 2.200134613104197390e-01 3.004926850359614376e-01 2.252879307373492068e-01
1.999999999999996780e-01 1.999999999999997613e-01 1.999999999999997335e-01 1.999999999999998168e-01 2.236272586433488141e-01 2.773150772186008806e-01 2.736637420356006767e-01 2.253939221024485184e-01
1.999999999999995948e-01 1.999999999999997058e-01 1.999999999999997058e-01 1.999999999999996780e-01 3.174462313665882829e-01 2.278107571854772473e-01 2.177421539024465835e-01 2.370008575454868593e-01
1.999999999999995393e-01 1.999999999999997613e-01 1.999999999999994837e-01 1.999999999999995670e-01 2.405070960477805608e-01 3.200723087147254731e-01 2.264880057955273307e-01 2.129325894419661913e-01
1.999999999999995948e-01 1.999999999999996503e-01 1.999999999999996503e-01 1.999999999999995393e-01 2.790988474049814760e-01 2.367732230568523610e-01 2.544881836594501956e-01 2.296397458787155788e-01
