# pops for 16 qbits with connectivity c6 and unitary DM 22550153672384
2.000000029802322388e-01 2.000000029802322388e-01 2.000000029802322388e-01 2.000000029802322388e-01 3.999999463558197021e-01 1.999999880790710449e-01 1.999999880790710449e-01 1.999999880790710449e-01 1.999999880790710449e-01 1.999999880790710449e-01 1.999999880790710449e-01 1.999999880790710449e-01 1.999999880790710449e-01 1.999999880790710449e-01 1.999999880790710449e-01 1.999999880790710449e-01
2.000000029802322388e-01 2.000000029802322388e-01 2.000000029802322388e-01 2.000000029802322388e-01 3.289471566677093506e-01 2.274636179208755493e-01 2.202025949954986572e-01 2.233866155147552490e-01 1.999999731779098511e-01 1.999999731779098511e-01 2.000000029802322388e-01 1.999999731779098511e-01 2.000000029802322388e-01 2.000000029802322388e-01 1.999999731779098511e-01 1.999999731779098511e-01
2.030385434627532959e-01 2.000000327825546265e-01 2.000000327825546265e-01 2.000000327825546265e-01 3.153730034828186035e-01 2.301318496465682983e-01 2.141043692827224731e-01 2.312540262937545776e-01 2.022764086723327637e-01 2.014678418636322021e-01 2.023539841175079346e-01 2.000000178813934326e-01 2.000000178813934326e-01 2.000000178813934326e-01 2.000000178813934326e-01 2.000000029802322388e-01
2.110222429037094116e-01 2.000000029802322388e-01 2.075366824865341187e-01 2.126548439264297485e-01 2.871977388858795166e-01 2.132979780435562134e-01 2.115429043769836426e-01 2.274126410484313965e-01 2.255131453275680542e-01 2.005233168601989746e-01 2.009505927562713623e-01 2.010105997323989868e-01 1.999999880790710449e-01 2.013373374938964844e-01 1.999999880790710449e-01 2.000000029802322388e-01
2.168783247470855713e-01 2.028823494911193848e-01 2.063199132680892944e-01 2.049933373928070068e-01 2.850586175918579102e-01 2.085867375135421753e-01 2.125372439622879028e-01 2.178918272256851196e-01 2.184401005506515503e-01 2.003653496503829956e-01 2.102748751640319824e-01 2.082801163196563721e-01 2.000589668750762939e-01 2.073332369327545166e-01 2.000609636306762695e-01 2.000380009412765503e-01
2.104673534631729126e-01 2.032084763050079346e-01 2.054797857999801636e-01 2.104992121458053589e-01 2.734335660934448242e-01 2.087786197662353516e-01 2.191932052373886108e-01 2.173550575971603394e-01 2.139841914176940918e-01 2.011707872152328491e-01 2.125061154365539551e-01 2.103129327297210693e-01 2.004915922880172729e-01 2.051158547401428223e-01 2.010402530431747437e-01 2.069629877805709839e-01
2.083975076675415039e-01 2.069284617900848389e-01 2.037707865238189697e-01 2.089215517044067383e-01 2.662243545055389404e-01 2.087060809135437012e-01 2.211751490831375122e-01 2.196889668703079224e-01 2.168775647878646851e-01 2.041501700878143311e-01 2.095087617635726929e-01 2.084939181804656982e-01 2.015518546104431152e-01 2.028993964195251465e-01 2.039054185152053833e-01 2.087999880313873291e-01
2.117904573678970337e-01 2.089699953794479370e-01 2.034519463777542114e-01 2.063837498426437378e-01 2.617548406124114990e-01 2.094268053770065308e-01 2.202102094888687134e-01 2.156829535961151123e-01 2.150499671697616577e-01 2.092630416154861450e-01 2.093639969825744629e-01 2.080548405647277832e-01 2.036955803632736206e-01 2.035573422908782959e-01 2.046183645725250244e-01 2.087258994579315186e-01
2.093104273080825806e-01 2.095308005809783936e-01 2.024158984422683716e-01 2.083776593208312988e-01 2.592529952526092529e-01 2.088683992624282837e-01 2.202583104372024536e-01 2.161427885293960571e-01 2.133343368768692017e-01 2.096135914325714111e-01 2.077143192291259766e-01 2.099783122539520264e-01 2.050366848707199097e-01 2.041689604520797729e-01 2.075735628604888916e-01 2.084228694438934326e-01
2.081234902143478394e-01 2.075614631175994873e-01 2.058639377355575562e-01 2.080858945846557617e-01 2.600136995315551758e-01 2.093858271837234497e-01 2.196791470050811768e-01 2.154437899589538574e-01 2.117185443639755249e-01 2.086682915687561035e-01 2.093220651149749756e-01 2.109316140413284302e-01 2.042211741209030151e-01 2.050411254167556763e-01 2.080864459276199341e-01 2.078533172607421875e-01
2.089845538139343262e-01 2.067430168390274048e-01 2.047983705997467041e-01 2.081129848957061768e-01 2.612391710281372070e-01 2.090089470148086548e-01 2.185619622468948364e-01 2.153083831071853638e-01 2.112508118152618408e-01 2.102687656879425049e-01 2.085596174001693726e-01 2.101757377386093140e-01 2.055884003639221191e-01 2.060640752315521240e-01 2.073948681354522705e-01 2.079400867223739624e-01
2.085822820663452148e-01 2.076662182807922363e-01 2.048579901456832886e-01 2.075323909521102905e-01 2.588574588298797607e-01 2.083222270011901855e-01 2.197261005640029907e-01 2.172126471996307373e-01 2.118082791566848755e-01 2.102547585964202881e-01 2.089118063449859619e-01 2.092801183462142944e-01 2.055743485689163208e-01 2.061835378408432007e-01 2.075388133525848389e-01 2.076907306909561157e-01
2.112138420343399048e-01 2.075243890285491943e-01 2.039060443639755249e-01 2.101986557245254517e-01 2.545029819011688232e-01 2.086780965328216553e-01 2.166607528924942017e-01 2.162692695856094360e-01 2.104470431804656982e-01 2.097098380327224731e-01 2.098934203386306763e-01 2.110079526901245117e-01 2.067501544952392578e-01 2.075091600418090820e-01 2.081193178892135620e-01 2.076086848974227905e-01
