# ex_work for 12 qbits with connectivity c6 and unitary DM 22552551302656
4.760040652839055836e-02 4.760040652839055836e-02 4.760040652839055836e-02 4.760040652839055836e-02 -1.245112582468169693e-01 4.760041799988636024e-02 4.760041799988636024e-02 4.760041799988636024e-02 4.760041799988636024e-02 4.760041799988636024e-02 4.760041799988636024e-02 4.760041799988636024e-02
2.780302784898934162e-02 2.780302784898934162e-02 2.780302784898934162e-02 2.780302784898934162e-02 -9.941470234451499355e-02 1.664311790694070897e-02 1.874086799266946369e-04 -5.295799894079507167e-04 2.780301712088626559e-02 2.780301712088626559e-02 2.780301712088626559e-02 2.780301712088626559e-02
9.402541576662414372e-03 2.294938077634599977e-02 1.666391828149936527e-02 2.294935967994462048e-02 -7.925388367208240081e-02 -9.474034331492207917e-03 2.333860285813704402e-03 7.173210162992089620e-03 2.294938077634599630e-02 2.294938077634599630e-02 1.782353324371856867e-02 1.148843745720795444e-02
1.088548380298311712e-02 2.044118552702056668e-02 1.706687757984368461e-02 2.124054908406312892e-02 -7.540398711272823518e-02 -5.417510516996642926e-03 4.698139377508096445e-04 -3.018833317158498095e-03 1.151660962501803095e-02 1.969423011792318864e-02 1.880223746250473185e-02 2.293454198097028690e-02
1.187058737913277741e-02 1.847118308929624614e-02 2.214331375457806710e-03 1.909482186785971258e-02 -6.191091427064893821e-02 2.073206562774105276e-03 -7.617232806723273075e-03 -4.539254827811838554e-03 -5.411302543660140556e-04 1.298876974779144579e-02 1.641696545616175978e-02 2.895940994750938538e-02
1.026270817184212619e-02 1.818104076072807676e-02 6.215292835630869921e-03 1.707858886578329793e-02 -6.387099690078235081e-02 -2.738047144232109292e-03 -3.040091535143453830e-03 -1.533042221413866927e-03 1.008709816722111637e-02 1.114313080927779517e-02 9.944116710718632624e-03 2.642351740946785599e-02
1.374197267730094957e-02 1.643476166049451584e-02 7.961432694981385866e-03 1.607946119916627004e-02 -5.687426111925297095e-02 3.025980905067792576e-03 -9.341124350248914202e-03 -9.391488543006733247e-03 4.521594598350630635e-03 1.013785292930794411e-02 1.260801679904488895e-02 2.122590008189247091e-02
1.063104204414641596e-02 5.729502980126741085e-03 7.787340400958300650e-03 1.064665822700124401e-02 -5.080366258239933652e-02 3.126525642343785591e-03 -7.967346191495802005e-03 1.879447090643813871e-03 5.846859653422387636e-03 9.467385882899201702e-03 1.532905968296366730e-02 9.249906729085698512e-03
1.247911705939528174e-02 1.224899657024433250e-02 8.522311375098031924e-03 2.727578552435099869e-03 -5.567650840279242397e-02 1.886215930711850151e-03 -5.383546922555383120e-03 7.884325917691684116e-03 5.124363674001222724e-03 8.677174774908029409e-03 1.415403630419749016e-02 1.304796376273941426e-02
1.132823345749104683e-02 9.352601863442491434e-03 8.638479260491957121e-03 5.549923013439067576e-03 -5.116050652807599408e-02 1.431794674084855981e-03 -7.482092535938315511e-03 3.601354106272249000e-03 4.755242592022048374e-03 8.210753903218711083e-03 1.489542902992914072e-02 1.213229947819039964e-02
1.115308086266124203e-02 1.096189684106022542e-02 9.202830595114489323e-03 4.555254780891827664e-03 -5.528310591421588954e-02 6.238831495227981257e-03 -8.687884061367280933e-03 6.416085420381475481e-03 3.706511727992156582e-03 9.408553038797565909e-03 1.539516580754996845e-02 1.250175732497192486e-02
