# pops for 16 qbits with connectivity c6 and unitary DM 22738726287360
3.999999761581420898e-01 2.000000029802322388e-01 2.000000029802322388e-01 2.000000029802322388e-01 4.000000059604644775e-01 1.999999880790710449e-01 1.999999880790710449e-01 1.999999880790710449e-01 3.999999463558197021e-01 1.999999880790710449e-01 1.999999880790710449e-01 1.999999880790710449e-01 3.999999761581420898e-01 1.999999880790710449e-01 1.999999880790710449e-01 1.999999880790710449e-01
3.396292626857757568e-01 2.225357443094253540e-01 2.112641185522079468e-01 2.145312428474426270e-01 3.396292626857757568e-01 2.145312279462814331e-01 2.225357443094253540e-01 2.233037799596786499e-01 3.396292626857757568e-01 2.145312279462814331e-01 2.233037650585174561e-01 2.225357443094253540e-01 3.558903932571411133e-01 2.233037650585174561e-01 2.245565503835678101e-01 2.082889080047607422e-01
2.937550246715545654e-01 2.192090898752212524e-01 2.157087475061416626e-01 2.134825885295867920e-01 3.213284611701965332e-01 2.229724526405334473e-01 2.224664539098739624e-01 2.127307951450347900e-01 3.576228618621826172e-01 2.169936597347259521e-01 2.437362819910049438e-01 2.261359393596649170e-01 3.240827322006225586e-01 1.992475539445877075e-01 2.484913319349288940e-01 2.620360553264617920e-01
2.673120200634002686e-01 2.206495553255081177e-01 2.378056645393371582e-01 2.163695991039276123e-01 3.084658682346343994e-01 2.401811629533767700e-01 2.338955402374267578e-01 2.326283007860183716e-01 3.174113333225250244e-01 2.258785218000411987e-01 2.529113888740539551e-01 2.503175139427185059e-01 2.935552895069122314e-01 2.069786041975021362e-01 2.364327609539031982e-01 2.592067718505859375e-01
2.680300474166870117e-01 2.286401987075805664e-01 2.447605282068252563e-01 2.225159257650375366e-01 2.936130464076995850e-01 2.390062659978866577e-01 2.346114069223403931e-01 2.391602247953414917e-01 2.912591099739074707e-01 2.298172861337661743e-01 2.436155825853347778e-01 2.450668513774871826e-01 2.938505709171295166e-01 2.343517988920211792e-01 2.404624074697494507e-01 2.512385547161102295e-01
2.672508955001831055e-01 2.327468395233154297e-01 2.468547374010086060e-01 2.291083633899688721e-01 2.836931049823760986e-01 2.420295774936676025e-01 2.384156435728073120e-01 2.335578054189682007e-01 2.845495045185089111e-01 2.408709675073623657e-01 2.423904389142990112e-01 2.606692612171173096e-01 2.739041447639465332e-01 2.412153333425521851e-01 2.372089475393295288e-01 2.455343157052993774e-01
2.611043751239776611e-01 2.387141436338424683e-01 2.511500716209411621e-01 2.283378243446350098e-01 2.813651561737060547e-01 2.429793179035186768e-01 2.514738738536834717e-01 2.422728091478347778e-01 2.651042044162750244e-01 2.411246597766876221e-01 2.426129877567291260e-01 2.557233870029449463e-01 2.724924087524414062e-01 2.380539476871490479e-01 2.416785061359405518e-01 2.458120882511138916e-01
2.578153014183044434e-01 2.384108901023864746e-01 2.499069720506668091e-01 2.331732660531997681e-01 2.721633613109588623e-01 2.553138136863708496e-01 2.494165301322937012e-01 2.411974966526031494e-01 2.588827013969421387e-01 2.474353462457656860e-01 2.439468204975128174e-01 2.543004155158996582e-01 2.679946720600128174e-01 2.401022464036941528e-01 2.410826385021209717e-01 2.488573342561721802e-01
2.583997547626495361e-01 2.381339818239212036e-01 2.506192922592163086e-01 2.321533411741256714e-01 2.801935672760009766e-01 2.486717104911804199e-01 2.459563016891479492e-01 2.432695925235748291e-01 2.604310512542724609e-01 2.448136657476425171e-01 2.449981719255447388e-01 2.543223798274993896e-01 2.692389786243438721e-01 2.379136234521865845e-01 2.412453889846801758e-01 2.496389001607894897e-01
2.593547105789184570e-01 2.368033975362777710e-01 2.508384883403778076e-01 2.328624874353408813e-01 2.749644219875335693e-01 2.483382374048233032e-01 2.484392225742340088e-01 2.476758211851119995e-01 2.573187649250030518e-01 2.409225553274154663e-01 2.451637983322143555e-01 2.526623904705047607e-01 2.700734436511993408e-01 2.447514086961746216e-01 2.421638220548629761e-01 2.476667612791061401e-01
