# extractable_work for 12 qbits with connectivity line in chunks 3
 (4.616540683918912528e-03+0.000000000000000000e+00j)  (4.616540683918912528e-03+0.000000000000000000e+00j)  (4.616540683918912528e-03+0.000000000000000000e+00j)  (4.616540683918912528e-03+0.000000000000000000e+00j)  (4.616540683918912528e-03+0.000000000000000000e+00j)  (7.548875021634028626e-02+0.000000000000000000e+00j)  (4.616540683918912528e-03+0.000000000000000000e+00j)  (4.616540683918912528e-03+0.000000000000000000e+00j)  (4.616540683918912528e-03+0.000000000000000000e+00j)  (4.616540683918912528e-03+0.000000000000000000e+00j)  (4.616540683918912528e-03+0.000000000000000000e+00j)  (4.616540683918912528e-03+0.000000000000000000e+00j)
 (9.764699406905139739e-04-3.920540793570836056e-21j)  (9.764699406905139739e-04+1.770799345677274489e-21j)  (9.764699406905139739e-04+1.588994427544340617e-20j)  (9.764699406905139739e-04-1.888224625846620180e-20j)  (9.764699406906897231e-04-1.875501112410918345e-20j)  (7.147964132163236659e-03-9.505658469500625425e-20j)  (3.117483784970906304e-03+1.746614158680381587e-19j)  (1.872082176966216485e-04-1.998804714434373655e-20j)  (2.517030426192601138e-03-1.682324991791497147e-20j)  (9.764699406906897231e-04-1.461497206819296372e-20j)  (9.764699406905139739e-04+1.368861442409536466e-20j)  (9.764699406906897231e-04-1.861665857195538015e-20j)
 (1.147583896739702656e-03-1.510389708662462487e-19j)  (1.147583896739702656e-03+1.032346633682242677e-19j)  (1.147583896739702656e-03-2.040526250081058816e-19j)  (1.147583896739702656e-03-2.966945060643485806e-19j)  (1.147583896739702656e-03+3.968370320944287925e-20j)  (1.920524936893460224e-02+3.507205765700222019e-19j)  (7.364833178648906749e-04+1.633666793731474880e-19j)  (5.685288848659220465e-05-2.512149484810271690e-20j)  (1.252561774826687095e-03-8.195304889601230456e-20j)  (1.147583896739702656e-03-5.534924597554486676e-20j)  (1.147583896739702656e-03-1.597277947668296939e-19j)  (1.147583896739702656e-03-1.545289039954376243e-19j)
 (1.031522565962356619e-03-6.050210979695332378e-21j)  (1.031522565962356619e-03-1.227599041694912682e-19j)  (1.031522565962356619e-03-3.067845905124036342e-20j)  (1.031522565962356619e-03+1.093419120218631099e-20j)  (1.031522565962444656e-03-2.140188656714613682e-19j)  (9.146644328653183442e-03+3.856226509616581137e-19j)  (9.815297922899210079e-05+9.898126684120611870e-21j)  (1.474314718049696911e-04-9.300368770263676946e-21j)  (6.858150959113403639e-03-4.150345487309853859e-19j)  (1.031522565962532910e-03-9.910256068834000977e-20j)  (1.031522565962356836e-03-3.833172873048988235e-20j)  (1.031522565962356836e-03-3.146785038799352758e-20j)
 (1.030438009052007248e-03-1.649204113112769935e-22j)  (1.030438009052007248e-03-8.473535487376864867e-20j)  (1.030438009052007248e-03-2.839770704717660794e-20j)  (1.030438009052007248e-03-1.472311964865384895e-19j)  (1.030438009052007248e-03-1.541386255393007384e-19j)  (3.324967582785261309e-03-1.286668561811872690e-19j)  (5.152133787296162871e-04+1.788841049797648075e-19j)  (1.186158783808444368e-02-1.280548078673577548e-18j)  (1.308091194939421263e-04+4.889700757522354366e-20j)  (1.030438009052007248e-03-7.359597088467260146e-20j)  (1.030438009052007248e-03+1.574357375265242669e-20j)  (1.030438009052007248e-03-6.714197522919050310e-20j)
 (1.007540329828923850e-03+7.205244503825448862e-21j)  (1.007540329829011887e-03-5.522101071894481140e-20j)  (1.007540329829011887e-03-1.794415143533643701e-19j)  (1.007540329828923850e-03-8.430646196404928999e-20j)  (1.007540329829011887e-03-2.447673576779736841e-20j)  (2.283426384392345612e-04-8.597363787236420866e-20j)  (5.147919542727481812e-03-1.602333482051600859e-19j)  (4.252002425517835979e-04-1.530475608616119616e-19j)  (8.960656569791345186e-03+1.289755080243430748e-18j)  (1.007540329829100141e-03-1.433736413807390756e-20j)  (1.007540329829100141e-03-9.908694472270642501e-20j)  (1.007540329829012104e-03-5.646854525412011542e-20j)
 (1.054891229991258535e-03-1.727869817456195507e-19j)  (1.054891229991170281e-03+3.907540941330298939e-20j)  (1.054891229991258535e-03-5.944842257619678669e-20j)  (1.054891229991170281e-03+6.307104623139168739e-20j)  (1.054891229991170281e-03-1.156273476798982792e-19j)  (3.855156521259731333e-04+9.351612389385944432e-20j)  (1.852391448043311326e-03+2.105547275194039321e-20j)  (5.280026775729891077e-03+3.219065775088291318e-19j)  (1.054706936699382515e-02-5.156342088855641690e-20j)  (1.054891229991170498e-03+2.241753264976364479e-20j)  (1.054891229991258535e-03+1.797889862494384095e-19j)  (1.054891229991258535e-03-2.239704215284985937e-20j)
 (1.126937946528204504e-03+8.913771417164474126e-20j)  (1.126937946528204504e-03-9.647301552833814849e-20j)  (1.126937946528204504e-03-6.322187387305767035e-20j)  (1.126937946528204504e-03-5.605568104080959127e-20j)  (1.126937946528204504e-03+8.838071737540907576e-20j)  (9.481489025782068383e-03-9.174250899858554880e-19j)  (6.072468722848960675e-05-2.352791019859350000e-20j)  (1.222460349124564194e-02+3.706746025820132300e-19j)  (3.486036350037621069e-05+2.272972934568984507e-20j)  (1.126937946528204504e-03-2.859724968684593376e-19j)  (1.126937946528115816e-03+3.121918605968972036e-20j)  (1.126937946528204287e-03+1.277981644983600937e-19j)
 (1.045749075636293567e-03-5.316352718634890898e-20j)  (1.045749075636205313e-03+3.226372606284007831e-20j)  (1.045749075636293567e-03-1.172651601627003609e-19j)  (1.045749075636293567e-03+9.921439470916388484e-20j)  (1.045749075636293567e-03-8.043580081417194587e-20j)  (3.950786998102791167e-05-1.378105957694435678e-20j)  (4.669685210613703803e-04+9.480149610176320499e-21j)  (3.510215685625183053e-03-9.241033474559231612e-20j)  (1.267029996465698395e-02+2.217606249762012434e-19j)  (1.045749075636293567e-03+4.276424404609102297e-20j)  (1.045749075636293567e-03+1.375029867408325922e-19j)  (1.045749075636293567e-03+3.763220169833629148e-20j)
 (1.003206389861233984e-03+1.120497535195479132e-19j)  (1.003206389861233984e-03-7.925916540175319961e-20j)  (1.003206389861322021e-03+2.300657761552209803e-19j)  (1.003206389861233984e-03-9.539591299005254075e-20j)  (1.003206389861145947e-03-1.034550053116110214e-19j)  (1.361946316983727191e-03-8.786835847235399425e-20j)  (5.822327475287498565e-04-3.729780188216152164e-19j)  (1.084431802098946226e-02+1.798838474074234737e-18j)  (1.397752661755501244e-03+1.845250351157645239e-21j)  (1.003206389861234201e-03+1.305445230785021133e-20j)  (1.003206389861233984e-03-1.819395094671682288e-19j)  (1.003206389861145947e-03+1.460281834519726805e-19j)
