# extractable_work for 8 qbits with connectivity mess in chunks 2
 (1.054350187913331849e-02+0.000000000000000000e+00j)  (1.054350187913331849e-02+0.000000000000000000e+00j)  (1.054350187913331849e-02+0.000000000000000000e+00j)  (1.054350187913331849e-02+0.000000000000000000e+00j)  (1.054350187913331849e-02+0.000000000000000000e+00j)  (7.548875021634701699e-02+0.000000000000000000e+00j)  (1.054350187913331675e-02+0.000000000000000000e+00j)  (1.054350187913331675e-02+0.000000000000000000e+00j)
 (2.491423289363705728e-03-5.027079964380262952e-20j)  (2.491423289363798536e-03+6.138221589685221490e-20j)  (2.491423289363798536e-03-5.941739318956845245e-20j)  (2.491423289363705728e-03+1.195538819066225674e-19j)  (1.138201473575753192e-03+2.961946327294004151e-20j)  (8.755682704509991018e-03-4.061235501690173017e-20j)  (3.289790152654023005e-03-1.011118564941595132e-19j)  (1.226331493120789203e-03+9.441640146549227307e-20j)
 (2.265269210081793418e-03-2.666243905927825149e-19j)  (2.265269210081793418e-03+3.406508534651946343e-19j)  (2.265269210081701044e-03+2.382283905610503749e-20j)  (2.265269210081793418e-03-3.808329604669895419e-19j)  (1.906198540081618324e-03+8.710473818902482895e-20j)  (2.807585953541911691e-03+2.103043729561515830e-19j)  (2.384453265411732876e-03+4.674232525147528733e-20j)  (1.819622391925717860e-04-3.517944105007326326e-20j)
 (2.343178091392808266e-03-2.668075059818362324e-19j)  (2.343178091392808266e-03-2.627690718310010079e-19j)  (2.343178091392715892e-03+2.893521331027026450e-19j)  (2.343178091392808266e-03+1.656508677871585909e-19j)  (8.502198034334221537e-05-4.920187699595858856e-20j)  (5.604798195472709445e-03-3.772473485661547657e-19j)  (1.883114214602269951e-03+2.319312711526105406e-19j)  (2.178480825693439402e-03+1.785991953202420964e-19j)
 (2.434589270923105155e-03-2.299930125414890873e-19j)  (2.434589270923012781e-03+2.314845916618634124e-19j)  (2.434589270923105588e-03-4.523583730787956123e-19j)  (2.434589270923105588e-03+5.913495327772831728e-19j)  (4.485493050656642628e-04-2.006970756349894058e-20j)  (1.162753761333176934e-03-2.590599702089751107e-19j)  (8.647782892897771037e-03+4.216826753668781576e-19j)  (2.128240454136622398e-03-5.557981653050548261e-19j)
 (2.428610234184137677e-03-1.310392330876208441e-19j)  (2.428610234184137677e-03-8.318034751626953578e-20j)  (2.428610234184137677e-03-4.729114537876935442e-19j)  (2.428610234184045303e-03+2.880578521544542248e-19j)  (6.123923070025861278e-04+1.387996210339127971e-19j)  (6.593491045741045435e-03+1.020527707493885640e-19j)  (4.416333319654765915e-03-1.617272237499264940e-19j)  (8.570613454478216058e-04+2.260752642644290625e-19j)
 (2.519263374806112246e-03-1.501513664006485096e-19j)  (2.519263374806297862e-03-3.740631616420751528e-19j)  (2.519263374806112246e-03+1.700437404944475556e-19j)  (2.519263374806205054e-03+4.387172638598643056e-19j)  (2.427813784563605075e-03-1.040424975372760278e-20j)  (4.953351122700435494e-05-1.092403266688328757e-22j)  (2.279577723859419478e-04+2.038857155350808885e-19j)  (1.159589893629046735e-02+1.170541457364747054e-18j)
 (2.604598918695506891e-03-3.607506347280956241e-19j)  (2.604598918695506891e-03-2.461434508392895370e-20j)  (2.604598918695506891e-03+3.129748476495482434e-20j)  (2.604598918695692940e-03+9.133659985702383359e-20j)  (1.185331870561568578e-04+8.558924361509993937e-21j)  (1.305764301420846239e-03-7.449816451934759030e-20j)  (4.425695620174538675e-04+7.627056274719093369e-20j)  (1.434794153413768321e-02-4.119356864193399957e-23j)
 (2.395604249918735409e-03+4.321619989300840112e-19j)  (2.395604249918735409e-03-7.664447726007127229e-19j)  (2.395604249918643035e-03-5.676663561567149227e-19j)  (2.395604249918735409e-03+1.878367489071115466e-19j)  (3.300689390410983370e-04+5.828378005887512164e-20j)  (2.046578504417732058e-05-7.597766791578056891e-20j)  (8.228593819282793709e-03-1.853465367429823773e-18j)  (2.434788961150138441e-03-6.745916040947892722e-19j)
 (2.632592365796391012e-03-8.900373697766443122e-19j)  (2.632592365796296904e-03-3.637436957723705658e-19j)  (2.632592365796204530e-03-7.177680706751951671e-20j)  (2.632592365796297771e-03+4.921433676681863227e-19j)  (6.453557446014631868e-03-2.907552714405198397e-19j)  (7.491799645659192339e-05-1.729545610372589992e-19j)  (9.965972563293352959e-03-5.170610778228955317e-19j)  (1.997134582773317686e-03-9.924470302286828355e-19j)
 (2.633716541638276253e-03+1.471937604132449836e-18j)  (2.633716541638369494e-03+1.198454467990620605e-19j)  (2.633716541638369494e-03-5.549215136475248971e-19j)  (2.633716541638369494e-03-1.682399216766658417e-18j)  (5.438306789615787750e-05+7.401434239254690677e-21j)  (2.656950196267659613e-03-1.336461632072629349e-18j)  (1.376011805370498491e-02+8.658561354723658823e-19j)  (1.007634880752523304e-03+4.186169713242479328e-20j)
 (2.322551383424689957e-03+2.025093550334420761e-19j)  (2.322551383424689957e-03-1.013940257600023904e-18j)  (2.322551383424782331e-03-5.749111258926225758e-19j)  (2.322551383424689957e-03+2.985613063447701307e-19j)  (2.692079754907898345e-03-1.883361685754579671e-19j)  (5.726571469913680629e-03+2.001416754184954004e-18j)  (4.770544521215896007e-04-5.981680552076568496e-19j)  (5.222874385777469502e-05-9.817131493211128212e-20j)
 (2.344073592883771928e-03-4.661403976783672442e-19j)  (2.344073592883771928e-03-4.788486549229542356e-19j)  (2.344073592883771928e-03+1.098586477936927234e-18j)  (2.344073592883771928e-03-1.382591422543976569e-18j)  (1.238567907303832422e-03-1.041475495932639746e-18j)  (2.166583703334191345e-05+2.913533463340485647e-20j)  (2.096488106236102465e-03+4.554547908509822329e-19j)  (6.303683251558262098e-03+9.463502409561704503e-19j)
 (2.438272856741224848e-03-9.009122433433270085e-19j)  (2.438272856741224848e-03+8.413975326396761371e-19j)  (2.438272856741317222e-03+1.036143543323233428e-18j)  (2.438272856741132040e-03-1.224054515974694648e-18j)  (1.169703185386159283e-05+1.258886530725499413e-21j)  (6.176201340779204706e-07+2.395737608202677919e-20j)  (9.371736878967088652e-03+1.061470278138941564e-18j)  (2.765646242299514730e-03+9.325036137380180832e-20j)
 (2.594511718997051433e-03-1.653516709224539022e-19j)  (2.594511718997051433e-03-6.689860200354035292e-19j)  (2.594511718997051433e-03-1.054814970729527154e-18j)  (2.594511718997144674e-03+8.073735368900473267e-19j)  (1.380973910799468060e-02-5.390669701078644666e-19j)  (2.059663510210935338e-03+1.294587486422529936e-18j)  (5.903151414736577962e-05+1.290424412561091896e-20j)  (8.256646221459776813e-05+2.075803562053435592e-19j)
 (2.334897720584989088e-03+6.738604401372925737e-19j)  (2.334897720585081028e-03+5.687373528446824506e-19j)  (2.334897720584988654e-03-5.946314621850176898e-19j)  (2.334897720585081028e-03-1.791938485002834903e-18j)  (5.571217041761148195e-04+4.841486338101214039e-19j)  (7.482717627542895961e-03+3.974457402788776638e-19j)  (6.161507098871983829e-04-5.350335847718095275e-19j)  (4.525454565024474409e-04-2.195700198181423754e-19j)
 (2.355909011373103195e-03+6.244407254376871854e-19j)  (2.355909011373195569e-03-2.504599342762041491e-18j)  (2.355909011373195569e-03+4.404967171498531422e-19j)  (2.355909011373103195e-03+2.997545398123007300e-19j)  (1.975246125001053291e-03-4.649683928303060936e-19j)  (7.326301249476536992e-03+1.255464922114226827e-18j)  (3.197972368788033558e-06+2.773108440686768388e-20j)  (5.510161143967010804e-04-5.940404116212795080e-19j)
 (2.345638774952646475e-03-2.503651796808965376e-19j)  (2.345638774952646475e-03+7.288041138305308976e-19j)  (2.345638774952462161e-03-9.955258288069451675e-19j)  (2.345638774952646909e-03-9.658740261485692360e-19j)  (2.695589598155305640e-03-6.714446684369348014e-19j)  (5.822145448612546341e-03+1.906216688911986058e-18j)  (1.205939222125423363e-03-1.424805916371993129e-19j)  (5.354271182896572933e-05-1.065245166791557983e-19j)
 (2.330251945401496435e-03-1.274498207306562699e-19j)  (2.330251945401496869e-03-1.438343550245953817e-18j)  (2.330251945401496869e-03-2.126746732883286657e-19j)  (2.330251945401496869e-03+1.725394122693733520e-19j)  (1.568262251785977005e-03-4.727933311834316353e-20j)  (1.873715782888757010e-05+9.853055695865916357e-20j)  (2.164037000791755282e-03+9.998448340302453405e-19j)  (5.546577393866037459e-03+2.078862613725947878e-18j)
 (2.380025624254001812e-03-1.087217178149508688e-18j)  (2.380025624254002246e-03+6.768814618177290650e-19j)  (2.380025624253909872e-03-2.005201141883865498e-18j)  (2.380025624254002246e-03+3.420764114713573806e-19j)  (1.716692015982116206e-04+4.700845560249851361e-19j)  (9.034206209523099745e-03-1.617543753987408073e-18j)  (7.027333785348735670e-04-7.844389861133701299e-19j)  (3.906286856403789055e-04+6.138312672342113763e-19j)
 (2.812040749038762031e-03+1.499032548657962726e-18j)  (2.812040749038856140e-03-2.456233927628978072e-18j)  (2.812040749038762465e-03-1.094640416656236002e-18j)  (2.812040749038762031e-03-1.097211518547204176e-18j)  (6.354314389055333318e-05+3.889280549924936092e-19j)  (1.992930902166073492e-02-4.392304170442992491e-18j)  (2.497161780281726388e-06-1.087942486225284680e-20j)  (1.469296412904535902e-04-5.646402290247034842e-19j)
 (2.333949522765381424e-03-9.486978336910110442e-19j)  (2.333949522765289050e-03+9.275656509946096504e-19j)  (2.333949522765381424e-03+2.138293439239857372e-19j)  (2.333949522765288616e-03-2.890263052948924336e-18j)  (6.190695962473701398e-05-2.555936862423429132e-19j)  (1.987129537179909734e-03+1.629858660241709510e-19j)  (2.241021298378104067e-03+1.826137388127922264e-18j)  (5.189791074383234837e-03-1.092546007376731196e-18j)
 (2.489657789262245558e-03-1.923594182058589202e-18j)  (2.489657789262245992e-03-1.882905294496977743e-18j)  (2.489657789262245992e-03+1.796540910187136740e-18j)  (2.489657789262245558e-03-2.164739312509325590e-19j)  (1.169997958433948159e-04+4.163404571648955247e-19j)  (1.490406275765218367e-05-2.146038382757590905e-19j)  (8.539917165425710624e-03+5.521539488978928895e-19j)  (5.208105960365476579e-03+3.950432755166898706e-18j)
 (2.417725828719969293e-03-9.276360489461313677e-20j)  (2.417725828719784111e-03+1.091685752645660133e-19j)  (2.417725828719969293e-03-2.561319887743785731e-18j)  (2.417725828719969293e-03+2.870590675454896881e-19j)  (6.337229403075826401e-04-1.726692262263987117e-19j)  (9.287434431935444670e-05-2.582413422093906587e-19j)  (1.024413338669630941e-02+1.729386058037819831e-18j)  (2.869150206239576197e-04+1.129333562703811649e-18j)
 (2.468739983918089541e-03+5.301083156151894324e-19j)  (2.468739983917903492e-03-7.626453303076421881e-19j)  (2.468739983918089541e-03-1.793897935040592747e-18j)  (2.468739983917903492e-03+5.744213888074422132e-20j)  (1.100885374728077142e-03+2.188880809178841459e-18j)  (1.069822315233945722e-03-3.545626160458843832e-19j)  (3.134670840788975434e-04-9.064036666430123199e-19j)  (1.053514090552397017e-02-5.611511738546136971e-18j)
 (2.611634283421237265e-03-2.175182398417638847e-18j)  (2.611634283421423314e-03+1.648957144719707426e-18j)  (2.611634283421423314e-03+1.304306812501627710e-18j)  (2.611634283421237265e-03-2.712078546303685447e-18j)  (7.173296666161301481e-03+2.662135756005097859e-18j)  (9.061634498497655316e-03-5.202857260778633275e-18j)  (1.749813432077058505e-05+1.109293433040903759e-19j)  (1.527845492901786124e-03-8.867278320703408550e-19j)
 (2.592586837648447155e-03+1.944633170828773992e-18j)  (2.592586837648261106e-03-2.403920005194074588e-18j)  (2.592586837648261106e-03-1.424379095442647687e-18j)  (2.592586837648353914e-03-5.868989087837631006e-19j)  (4.218924143065408243e-03-1.872121926835230165e-18j)  (1.815635739665300942e-06+8.292319096360931759e-21j)  (1.166288951279198516e-02-2.531143774552340585e-18j)  (8.047280786626807500e-04-2.204991231623998908e-18j)
 (2.754793709092441187e-03-2.170353232182969136e-18j)  (2.754793709092440753e-03-1.089003246414260387e-18j)  (2.754793709092534428e-03-5.428097073241443645e-19j)  (2.754793709092534428e-03+1.440711814390649487e-18j)  (7.422037725957770496e-04+1.578844055124454246e-18j)  (5.794360679274780006e-04-3.589216590179493990e-19j)  (1.808320222661421312e-02+6.763047165690202703e-21j)  (7.718541188374233340e-06-1.403766549295200778e-19j)
 (2.366615747000797455e-03-1.365100553236507863e-18j)  (2.366615747000889829e-03+1.225266789546746572e-18j)  (2.366615747000889829e-03+3.109526602302009937e-19j)  (2.366615747000889829e-03-2.215295144328367858e-18j)  (4.863037235959019968e-04-4.345581553092326664e-19j)  (8.271764362860173738e-05+1.680395724265206620e-19j)  (1.034316938203419436e-03+1.999170979067148731e-18j)  (8.394782974564394401e-03-4.376123085342914434e-18j)
 (2.929511377120056631e-03-3.977831815380088100e-20j)  (2.929511377120150740e-03-2.315890663632947407e-18j)  (2.929511377120244415e-03+2.520518318186706259e-18j)  (2.929511377120150740e-03-8.061712320464030279e-19j)  (5.401552771163836133e-04+1.221828975334589798e-18j)  (2.191346156904623935e-02-9.902356353381160287e-19j)  (2.647520141251806145e-04+1.353797121720423577e-18j)  (4.317963836715885833e-05+1.213753267309189493e-19j)
 (2.404263478974176527e-03-2.600766799597702443e-18j)  (2.404263478974361708e-03+6.104584167841764745e-19j)  (2.404263478974269334e-03-1.198867409004999264e-18j)  (2.404263478974361708e-03+2.009545459469382590e-18j)  (2.344431798045901671e-04-1.093480998212703722e-18j)  (6.882810661755679391e-03-3.201013557429825502e-18j)  (5.380364785534584538e-04+3.107337123893980226e-19j)  (3.893456304092846390e-03-2.373707753149268322e-18j)
 (2.616612337699332838e-03-2.705866106055483690e-20j)  (2.616612337699239163e-03+6.766882989870180496e-19j)  (2.616612337699146355e-03-1.115491077776259254e-18j)  (2.616612337699146355e-03+2.261830572160330344e-19j)  (4.429834046712218627e-04+1.238622185244283780e-18j)  (4.822933781975825425e-07+1.591197010297147262e-20j)  (1.403851267367433459e-02+4.639754291433326060e-18j)  (2.220157215213095555e-03+7.857943465581301608e-20j)
 (2.342031497104190337e-03+2.915992013973227507e-20j)  (2.342031497104282711e-03-2.023194683665289691e-18j)  (2.342031497104190337e-03+8.306973783052487773e-19j)  (2.342031497104282278e-03+1.331162125037039960e-18j)  (1.865093190522842796e-04-8.234406466470389725e-20j)  (9.710112907992828242e-05+4.434031686909411555e-19j)  (6.555040589378988147e-03+2.597199974801224221e-19j)  (2.639633770902823518e-03-1.022715801323185118e-18j)
 (2.344294746878316377e-03+4.860285012088601058e-19j)  (2.344294746878316377e-03+1.296977378848001850e-18j)  (2.344294746878408751e-03+4.847327526096134143e-19j)  (2.344294746878408751e-03-1.559684572924736192e-18j)  (3.194754087270906383e-03+1.226928903319875923e-18j)  (2.300508454185759034e-03-2.142538539331134521e-18j)  (4.237191746453640613e-03+1.375462958456527142e-18j)  (1.950452039793393333e-04-1.571169931626791130e-19j)
 (2.485297738557770090e-03+1.803223780403366163e-18j)  (2.485297738557770090e-03-1.958879849328853259e-19j)  (2.485297738557955705e-03-1.181272875045216575e-18j)  (2.485297738557769223e-03+1.026093972983394393e-18j)  (9.392756927239233843e-05-9.241167329417860086e-20j)  (1.033354834827574127e-02+3.215534023904843840e-18j)  (2.877288491681749549e-03-3.140499294252244526e-19j)  (2.198379914997078465e-04+6.503149666570191822e-20j)
 (2.822564421601713239e-03+1.760356172114876195e-18j)  (2.822564421601713239e-03+4.130088363358062382e-19j)  (2.822564421601806914e-03+1.946485738398219228e-18j)  (2.822564421601713239e-03-2.132799278466800255e-18j)  (5.457049852357583016e-06+6.493393410216826831e-20j)  (9.918687261389902161e-05-3.629018733665318201e-19j)  (2.006708174083080345e-02+9.812500460360281590e-19j)  (2.477229627400007010e-04+1.268265084483781945e-19j)
 (2.294973248374856771e-03-2.499289676344506077e-19j)  (2.294973248374856771e-03+1.603991571269568192e-18j)  (2.294973248374764831e-03-1.901044290705412416e-19j)  (2.294973248374672457e-03+3.602385817202783870e-19j)  (4.164083620808224119e-03+5.259540438027440006e-18j)  (3.218474161003056838e-04+1.470715122799768264e-19j)  (2.999573204809792126e-04+3.932143457934067921e-19j)  (3.359601019353990019e-03-7.351851124663663616e-18j)
 (2.370218189713142656e-03-5.606960173301735705e-19j)  (2.370218189713142656e-03+1.600303936246240958e-18j)  (2.370218189713142656e-03+3.499310998417951838e-19j)  (2.370218189713142656e-03-2.615673098702245032e-19j)  (1.093762254732877446e-03-1.911585039007902484e-18j)  (2.471902362134942473e-03-5.536406483420483747e-19j)  (1.131883193881979784e-04-7.502543837235636205e-19j)  (6.804636372851696757e-03+5.419841853044801167e-19j)
 (2.370776911057211663e-03+2.139918310887651209e-18j)  (2.370776911057026481e-03+8.211579832316879730e-20j)  (2.370776911057119289e-03-4.470569829206760801e-19j)  (2.370776911057118855e-03+5.293646739732977237e-19j)  (5.771297767673876609e-03-2.829188733548276199e-18j)  (4.127382402687587888e-03-2.375596830559745161e-18j)  (5.506854590966697282e-04+1.430296735763024393e-18j)  (8.232091348380389669e-05+6.382999464716864621e-20j)
 (2.926897741801918855e-03-8.534685178855862822e-19j)  (2.926897741802107506e-03+3.458357738605126327e-18j)  (2.926897741802012530e-03+7.803198109205384547e-19j)  (2.926897741802012530e-03-1.240908077001313871e-18j)  (2.243986004231092370e-03-1.057312436370545071e-18j)  (3.660701175189248996e-04-9.579441676789984862e-19j)  (2.006506067323250014e-02-1.150130349674949828e-17j)  (1.279786730468438112e-03-1.273570327756803962e-18j)
 (2.285048169268551026e-03-6.999641476510612358e-19j)  (2.285048169268551026e-03+1.598121662092042000e-18j)  (2.285048169268643833e-03+1.086654264228585691e-19j)  (2.285048169268643833e-03+1.507474499875630953e-18j)  (7.946248063222448267e-05-5.280687491314362641e-19j)  (1.843650251152656027e-03+1.381448353676037691e-18j)  (1.672874155754919571e-03+9.575368814832649194e-19j)  (4.276849438653357663e-03-2.243194229531678242e-18j)
 (2.541159015287188915e-03+9.984901835255773935e-19j)  (2.541159015287188915e-03+1.462948468821186136e-18j)  (2.541159015287281289e-03-1.271578981312246155e-18j)  (2.541159015287280856e-03+4.205554091248667389e-19j)  (1.262060874600566302e-04-7.113906122650846942e-20j)  (1.368106540706240208e-02+5.155955389273164821e-18j)  (4.547409463772758890e-04-2.389784284705509462e-22j)  (1.527679989983900281e-06+9.605816201519200166e-20j)
